genres,id,original_title
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",33730,Fitzwilly
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",135047,Hotel Noir
"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",266031,Jauja
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",287486,Mielensäpahoittaja
"[{'id': 35, 'name': 'Comedy'}]",287301,Kesäkaverit
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",289183,Aikuisten poika
[],137614,El bosc
"[{'id': 35, 'name': 'Comedy'}]",300487,Ruotsalainen hetki
"[{'id': 35, 'name': 'Comedy'}]",293491,Vadelmavenepakolainen
[],239498,"Girl, Positive"
"[{'id': 99, 'name': 'Documentary'}]",82967,Beauty Day
"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",248833,Everything I Can See From Here
"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",92321,蛍火の杜へ
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",196867,Annie
"[{'id': 27, 'name': 'Horror'}]",28532,Danza macabra
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",297222,PK
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",126927,The Ballad of Tam Lin
"[{'id': 99, 'name': 'Documentary'}]",201076,Mirage Men
"[{'id': 35, 'name': 'Comedy'}]",283712,Boats
"[{'id': 53, 'name': 'Thriller'}]",224903,Final: The Rapture
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",296626,Finders Keepers
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",42996,Five Weeks in a Balloon
[],130064,Flesh and Blood
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",64091,Flesh Wounds
"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",84100,Flirtation Walk
"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",48854,Sansa
"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",116977,Foodfight!
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",81878,Forbidden
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",27399,Forbidden
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",17806,Forever Lulu
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",65186,Forget Me Not
"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",95060,Fort Massacre
"[{'id': 37, 'name': 'Western'}]",272663,Fort Vengeance
"[{'id': 37, 'name': 'Western'}]",72474,Fort Worth
"[{'id': 18, 'name': 'Drama'}]",51175,Shaka Zulu: The Last Great Warrior
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",106821,Four Jills in a Jeep
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",124115,Four Wives
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",29365,Framed
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",98010,Francis of Assisi
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",42706,Frank & Jesse
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",29628,Get Crazy
"[{'id': 99, 'name': 'Documentary'}]",276918,America: Imagine the World Without Her
"[{'id': 99, 'name': 'Documentary'}, {'id': 12, 'name': 'Adventure'}]",186845,Symphony of the Soil
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",252529,Another Me
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",173732,Bang Bang
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",31821,Now You Know
"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",288581,Rocks in my Pockets
[],307127,Daughters of Dolma
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",43635,天使の恋
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",266040,Bird People
"[{'id': 18, 'name': 'Drama'}]",153854,It Felt Like Love
[],251959,Olho por Olho
"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",253065,수상한 그녀
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",125891,Intermezzo
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",46616,Joy of Living
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",244049,ദൃശ്യം
[],149854,Juoppohullun päiväkirja
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",21605,Thunderpants
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",22058,That Man Bolt
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",28763,Island of Terror
"[{'id': 10751, 'name': 'Family'}]",135832,Der Mondmann
"[{'id': 35, 'name': 'Comedy'}]",75298,Fontan
"[{'id': 35, 'name': 'Comedy'}]",19365,Foreign Exchange
"[{'id': 99, 'name': 'Documentary'}]",157674,FrackNation
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",209293,Louis Cyr
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",59439,Natural Selection
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",276908,Comet
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",42811,Free and Easy
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",240881,Free Ride
"[{'id': 28, 'name': 'Action'}]",274478,Freedom Strike
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",56539,Friday Foster
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",106136,Chasing Shakespeare
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",49391,From Time to Time
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",162059,Front Page Woman
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",16365,Futuresport
"[{'id': 18, 'name': 'Drama'}]",152986,Gambling Lady
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",142012,Gang in Blue
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",54165,Un été à Saint-Tropez
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",105404,Garbo Talks
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",16460,Garfield Gets Real
"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",26728,Garfield's Fun Fest
"[{'id': 35, 'name': 'Comedy'}]",19993,George Lopez: America's Mexican
"[{'id': 35, 'name': 'Comedy'}]",133704,"George Lopez: It's Not Me, It's You"
"[{'id': 35, 'name': 'Comedy'}]",28630,"George Lopez: Tall, Dark & Chicano"
"[{'id': 36, 'name': 'History'}, {'id': 37, 'name': 'Western'}]",37238,Geronimo
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",31609,Cheech & Chong Get Out of My Room
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",94568,Get Yourself a College Girl
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",50392,Ghost Son
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",159638,Ghost Team One
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",303542,Il ragazzo invisibile
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",17825,Les 11 Commandements
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",198184,Chappie
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",130925,Partysaurus Rex
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",141423,The Legend of Mor'du
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",256835,Toy Story That Time Forgot
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",241930,Implanted
"[{'id': 99, 'name': 'Documentary'}]",265297,Le sel de la terre
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",42012,"No Retreat, No Surrender 2: Raging Thunder"
"[{'id': 99, 'name': 'Documentary'}]",81586,Vincent: A Life in Color
"[{'id': 35, 'name': 'Comedy'}]",128946,Lille Fridolf Och Jag
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",42759,The Call of the Wild
[],39485,Hotel Sahara
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",36339,Double Confession
"[{'id': 35, 'name': 'Comedy'}]",252746,Three Men in a Boat
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",73027,Across the Bridge
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",190474,The Hellions
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",121611,The Biggest Bundle of Them All
"[{'id': 18, 'name': 'Drama'}]",268536,A Master Builder
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",253454,白ゆき姫殺人事件
"[{'id': 18, 'name': 'Drama'}]",232175,Gimme Shelter
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",18682,Girl Happy
"[{'id': 18, 'name': 'Drama'}]",95997,Big Shot: Confessions of a Campus Bookie
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",117942,Girls Gone Dead
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",61038,Go for It!
"[{'id': 10749, 'name': 'Romance'}]",33709,Going Hollywood
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",130452,Gold Diggers in Paris
"[{'id': 18, 'name': 'Drama'}]",69878,Harvest
"[{'id': 35, 'name': 'Comedy'}]",111317,Zenobia
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",150247,Zebra in the Kitchen
[],222370,Jim Breuer: And Laughter for All
[],127150,How to Eat Your Watermelon in White Company (and Enjoy It)
"[{'id': 99, 'name': 'Documentary'}]",148777,In Vogue: The Editor's Eye
"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",207871,Savannah
"[{'id': 35, 'name': 'Comedy'}]",209686,3 Simoa
"[{'id': 18, 'name': 'Drama'}]",285700,Дурак
"[{'id': 99, 'name': 'Documentary'}]",226227,The Disappeared
"[{'id': 99, 'name': 'Documentary'}]",199291,The Dark Matter of Love
"[{'id': 99, 'name': 'Documentary'}]",125034,Out Of The Clear Blue Sky
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",121727,The Call of the Wild
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",260346,Taken 3
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",201088,Blackhat
"[{'id': 18, 'name': 'Drama'}]",188984,Tiger Eyes
"[{'id': 37, 'name': 'Western'}]",147903,Santa Fe
"[{'id': 18, 'name': 'Drama'}]",259912,Memed My Hawk
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",197737,Let Freedom Ring
"[{'id': 99, 'name': 'Documentary'}]",213603,Home of the Brave
"[{'id': 28, 'name': 'Action'}]",144610,妙探雙龍
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",36463,Miami Exposé
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",315360,Beck 27 - Rum 302
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",72240,Odd Girl Out
"[{'id': 18, 'name': 'Drama'}]",126644,По закону
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",73198,Queen Sized
"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",71886,Tru Confessions
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",127808,All The Fine Young Cannibals
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",315057,Päin seinää
"[{'id': 35, 'name': 'Comedy'}]",315044,"Eila, Rampe ja Likka"
"[{'id': 35, 'name': 'Comedy'}]",216736,La mortadella
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",38898,Pociag
"[{'id': 18, 'name': 'Drama'}]",193348,Salto
"[{'id': 18, 'name': 'Drama'}]",278329,Korso
"[{'id': 16, 'name': 'Animation'}]",26700,Nocturna
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",294652,Son of a Gun
[],284793,The Land
"[{'id': 99, 'name': 'Documentary'}]",115132,Grass: A Nation's Battle for Life
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",38267,War-Gods of the Deep
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",66969,Cette sacrée gamine
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",92251,Les femmes
"[{'id': 18, 'name': 'Drama'}]",48714,The Big Shave
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",48717,What's a Nice Girl Like You Doing in a Place Like This?
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",87101,Terminator Genisys
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",71456,Bad Day on the Block
"[{'id': 35, 'name': 'Comedy'}]",118943,Those Awful Hats
"[{'id': 35, 'name': 'Comedy'}]",26621,Robin Williams: Weapons of Self Destruction
"[{'id': 35, 'name': 'Comedy'}]",86705,John Mulaney: New In Town
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",66965,Voulez-vous danser avec moi?
"[{'id': 35, 'name': 'Comedy'}]",75874,Patton Oswalt: Finest Hour
"[{'id': 35, 'name': 'Comedy'}]",27317,Patton Oswalt: My Weakness Is Strong
"[{'id': 35, 'name': 'Comedy'}]",92452,Patton Oswalt: Werewolves and Lollipops
"[{'id': 35, 'name': 'Comedy'}]",36575,Kevin Nealon: Now Hear Me Out!
"[{'id': 35, 'name': 'Comedy'}]",191120,"Kevin Nealon: Whelmed, But Not Overly"
[],149362,The War at Home
"[{'id': 99, 'name': 'Documentary'}]",78531,One Bright Shining Moment
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",288158,The Woman in Black 2: Angel of Death
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",68352,Sherlock Holmes: The Hound of the Baskervilles
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",126432,乱れ雲
"[{'id': 35, 'name': 'Comedy'}]",203534,Dealin' with Idiots
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",20177,Super Capers
"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",62934,Fight for Your Right Revisited
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",84209,Busting
"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",116723,Comes a Bright Day
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",3057,Frankenstein
[],125458,"North and South, Book II"
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",199591,Penthouse North
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",24023,Johan Falk: GSI - Gruppen för särskilda insatser
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",24026,Johan Falk: Vapenbröder
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11752,Freche Mädchen
"[{'id': 16, 'name': 'Animation'}]",142563,Fresh Guacamole
"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}]",157301,Adam and Dog
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",9755,Bloodsuckers
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",123634,Poolside
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",8767,L'Animal
"[{'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",43629,Doodlebug
"[{'id': 99, 'name': 'Documentary'}]",187156,Jean-Luc Cinema Godard
"[{'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",241287,Tropico
"[{'id': 99, 'name': 'Documentary'}]",774,La Sortie de l'Usine Lumière à Lyon
"[{'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",163250,A Night at the Movies: The Horrors of Stephen King
"[{'id': 99, 'name': 'Documentary'}]",261207,A Night at the Movies: The Suspenseful World of Thrillers
"[{'id': 35, 'name': 'Comedy'}]",37775,"Bianco, rosso e Verdone"
"[{'id': 35, 'name': 'Comedy'}]",37768,Borotalco
"[{'id': 35, 'name': 'Comedy'}]",37777,Acqua e sapone
"[{'id': 35, 'name': 'Comedy'}]",59040,I due carabinieri
"[{'id': 35, 'name': 'Comedy'}]",23273,Troppo forte
"[{'id': 35, 'name': 'Comedy'}]",62491,Io e mia sorella
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",56825,Compagni di scuola
[],60014,Il bambino e il poliziotto
[],56551,Maledetto il giorno che t'ho incontrato
[],58189,Perdiamoci di vista!
[],56804,Viaggi di nozze
[],58081,Sono pazzo di Iris Blond
"[{'id': 35, 'name': 'Comedy'}]",42674,Gallo cedrone
"[{'id': 35, 'name': 'Comedy'}]",44933,C'era un cinese in coma
"[{'id': 35, 'name': 'Comedy'}]",22728,L'amore è eterno finché dura
[],43544,Ma che colpa abbiamo noi
"[{'id': 35, 'name': 'Comedy'}]",38327,Il mio miglior nemico
"[{'id': 10751, 'name': 'Family'}]",20414,"Grande, grosso e Verdone"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",36298,"Io, loro e Lara"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",93855,Posti in piedi in paradiso
"[{'id': 28, 'name': 'Action'}]",267573,하이힐
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",221437,Miss Zombie
"[{'id': 35, 'name': 'Comedy'}]",255456,Sotto una buona stella
"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",43477,Shinbone Alley
"[{'id': 18, 'name': 'Drama'}]",261768,Lullaby
"[{'id': 27, 'name': 'Horror'}]",199925,喰女 ―クイメ―
[],211710,Spacerek staromiejski
"[{'id': 99, 'name': 'Documentary'}]",267872,Korengal
"[{'id': 28, 'name': 'Action'}]",38187,The Hire: Powder Keg
"[{'id': 28, 'name': 'Action'}]",30091,The Hire: Chosen
"[{'id': 28, 'name': 'Action'}]",38183,The Hire: Ambush
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",38190,The Hire: Ticker
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",51939,The Hire: Beat the Devil
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",38185,The Hire: Hostage
"[{'id': 35, 'name': 'Comedy'}]",251555,"Pancho, el perro millonario"
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",132601,The Reef 2: High Tide
"[{'id': 18, 'name': 'Drama'}]",84197,Filly Brown
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",137079,الشتا إللى فات
[],21447,La Carta Esférica
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",14749,Space Buddies
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",298935,All Relative
"[{'id': 18, 'name': 'Drama'}]",293861,Imagine I'm Beautiful
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",51213,Le corps de mon ennemi
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",55316,Le pacha
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",44522,Le Gentleman d'Epsom
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",31270,Les Barbouzes
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",33336,Un Taxi pour Tobrouk
"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]",208763,Viy
"[{'id': 35, 'name': 'Comedy'}]",80145,"Perdona bonita, pero Lucas me quería a mí"
"[{'id': 18, 'name': 'Drama'}]",212756,Stay
"[{'id': 99, 'name': 'Documentary'}]",42863,No Distance Left to Run
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",20693,Santos
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",264048,Isänmaallinen Mies
"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",289394,Houdini
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",107255,A Night for Dying Tigers
"[{'id': 18, 'name': 'Drama'}]",64926,Juninatten
"[{'id': 53, 'name': 'Thriller'}]",96546,La Paura
"[{'id': 18, 'name': 'Drama'}]",120539,Hedda Gabler
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",78358,A Matter of Time
"[{'id': 18, 'name': 'Drama'}]",43900,Angèle
"[{'id': 18, 'name': 'Drama'}]",43153,Regain
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",84875,La fille du puisatier
"[{'id': 35, 'name': 'Comedy'}]",67756,Topaze
"[{'id': 18, 'name': 'Drama'}]",65703,Manon des sources
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",50107,The House on 56th Street
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",88209,Daughter of Shanghai
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",23107,Lady Gangster
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",101598,God Is My Co-Pilot
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",36635,Danger Signal
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",37482,The Crooked Way
"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",274007,The Color of Rain
"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",50327,To Grandmother's House We Go
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",13654,101 Dalmatians II: Patch's London Adventure
"[{'id': 18, 'name': 'Drama'}]",65611,Une si jolie petite plage
"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",54518,Justin Bieber: Never Say Never
"[{'id': 35, 'name': 'Comedy'}]",19824,Van Wilder: Freshman Year
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",101660,V
"[{'id': 35, 'name': 'Comedy'}]",4226,Shriek If You Know What I Did Last Friday the Thirteenth
